,path,label,split,from_dataset
1262,train/1/Celeb-synthesis__id35_id29_0003.mp4/*.png,1,train,DFDS
1263,train/1/Celeb-synthesis__id45_id43_0009.mp4/*.png,1,train,DFDS
1264,train/1/Celeb-synthesis__id38_id37_0003.mp4/*.png,1,train,DFDS
1265,train/1/Celeb-synthesis__id31_id1_0000.mp4/*.png,1,train,DFDS
1266,train/1/Celeb-synthesis__id2_id30_0005.mp4/*.png,1,train,DFDS
1267,train/1/Celeb-synthesis__id21_id35_0004.mp4/*.png,1,train,DFDS
1268,train/1/Celeb-synthesis__id16_id30_0000.mp4/*.png,1,train,DFDS
1269,train/1/Celeb-synthesis__id30_id16_0003.mp4/*.png,1,train,DFDS
1270,train/1/Celeb-synthesis__id32_id26_0000.mp4/*.png,1,train,DFDS
1271,train/1/Celeb-synthesis__id3_id35_0006.mp4/*.png,1,train,DFDS
1272,train/1/Celeb-synthesis__id19_id22_0008.mp4/*.png,1,train,DFDS
1273,train/1/Celeb-synthesis__id31_id4_0002.mp4/*.png,1,train,DFDS
1274,train/1/Celeb-synthesis__id28_id19_0009.mp4/*.png,1,train,DFDS
1275,train/1/Celeb-synthesis__id34_id32_0003.mp4/*.png,1,train,DFDS
1276,train/1/Celeb-synthesis__id5_id59_0003.mp4/*.png,1,train,DFDS
1277,train/1/Celeb-synthesis__id31_id34_0004.mp4/*.png,1,train,DFDS
1278,train/1/Celeb-synthesis__id46_id45_0004.mp4/*.png,1,train,DFDS
1279,train/1/Celeb-synthesis__id24_id27_0009.mp4/*.png,1,train,DFDS
1280,train/1/Celeb-synthesis__id54_id51_0000.mp4/*.png,1,train,DFDS
1281,train/1/Celeb-synthesis__id9_id37_0009.mp4/*.png,1,train,DFDS
1282,train/1/Celeb-synthesis__id9_id35_0000.mp4/*.png,1,train,DFDS
1283,train/1/Celeb-synthesis__id38_id35_0003.mp4/*.png,1,train,DFDS
1284,train/1/Celeb-synthesis__id31_id32_0004.mp4/*.png,1,train,DFDS
1285,train/1/Celeb-synthesis__id31_id32_0009.mp4/*.png,1,train,DFDS
1286,train/1/Celeb-synthesis__id0_id6_0001.mp4/*.png,1,train,DFDS
1287,train/1/Celeb-synthesis__id9_id17_0005.mp4/*.png,1,train,DFDS
1288,train/1/Celeb-synthesis__id44_id40_0000.mp4/*.png,1,train,DFDS
1289,train/1/Celeb-synthesis__id40_id44_0002.mp4/*.png,1,train,DFDS
1290,train/1/Celeb-synthesis__id20_id29_0005.mp4/*.png,1,train,DFDS
1291,train/1/Celeb-synthesis__id28_id38_0005.mp4/*.png,1,train,DFDS
1292,train/1/Celeb-synthesis__id19_id20_0004.mp4/*.png,1,train,DFDS
1293,train/1/Celeb-synthesis__id38_id23_0007.mp4/*.png,1,train,DFDS
1294,train/1/Celeb-synthesis__id52_id57_0008.mp4/*.png,1,train,DFDS
1295,train/1/Celeb-synthesis__id54_id49_0001.mp4/*.png,1,train,DFDS
1296,train/1/Celeb-synthesis__id45_id46_0006.mp4/*.png,1,train,DFDS
1297,train/1/Celeb-synthesis__id58_id54_0007.mp4/*.png,1,train,DFDS
1298,train/1/Celeb-synthesis__id46_id41_0002.mp4/*.png,1,train,DFDS
1299,train/1/Celeb-synthesis__id45_id41_0003.mp4/*.png,1,train,DFDS
1300,train/1/Celeb-synthesis__id49_id50_0009.mp4/*.png,1,train,DFDS
1301,train/1/Celeb-synthesis__id35_id34_0001.mp4/*.png,1,train,DFDS
1302,train/1/Celeb-synthesis__id27_id23_0006.mp4/*.png,1,train,DFDS
1303,train/1/Celeb-synthesis__id21_id19_0008.mp4/*.png,1,train,DFDS
1304,train/1/Celeb-synthesis__id16_id23_0012.mp4/*.png,1,train,DFDS
1305,train/1/Celeb-synthesis__id43_id45_0006.mp4/*.png,1,train,DFDS
1306,train/1/Celeb-synthesis__id1_id35_0005.mp4/*.png,1,train,DFDS
1307,train/1/Celeb-synthesis__id20_id6_0000.mp4/*.png,1,train,DFDS
1308,train/1/Celeb-synthesis__id47_id39_0001.mp4/*.png,1,train,DFDS
1309,train/1/Celeb-synthesis__id1_id3_0001.mp4/*.png,1,train,DFDS
1310,train/1/Celeb-synthesis__id41_id46_0002.mp4/*.png,1,train,DFDS
1311,train/1/Celeb-synthesis__id16_id9_0009.mp4/*.png,1,train,DFDS
1312,train/1/Celeb-synthesis__id23_id19_0002.mp4/*.png,1,train,DFDS
1313,train/1/Celeb-synthesis__id35_id34_0002.mp4/*.png,1,train,DFDS
1314,train/1/Celeb-synthesis__id17_id6_0006.mp4/*.png,1,train,DFDS
1315,train/1/Celeb-synthesis__id48_id45_0002.mp4/*.png,1,train,DFDS
1316,train/1/Celeb-synthesis__id48_id39_0003.mp4/*.png,1,train,DFDS
1317,train/1/Celeb-synthesis__id13_id7_0003.mp4/*.png,1,train,DFDS
1318,train/1/Celeb-synthesis__id26_id30_0003.mp4/*.png,1,train,DFDS
1319,train/1/Celeb-synthesis__id25_id28_0008.mp4/*.png,1,train,DFDS
1320,train/1/Celeb-synthesis__id35_id31_0003.mp4/*.png,1,train,DFDS
1321,train/1/Celeb-synthesis__id41_id47_0002.mp4/*.png,1,train,DFDS
1322,train/1/Celeb-synthesis__id13_id7_0015.mp4/*.png,1,train,DFDS
1323,train/1/Celeb-synthesis__id49_id57_0006.mp4/*.png,1,train,DFDS
1324,train/1/Celeb-synthesis__id61_id59_0009.mp4/*.png,1,train,DFDS
1325,train/1/Celeb-synthesis__id35_id37_0009.mp4/*.png,1,train,DFDS
1326,train/1/Celeb-synthesis__id17_id6_0009.mp4/*.png,1,train,DFDS
1327,train/1/Celeb-synthesis__id27_id23_0008.mp4/*.png,1,train,DFDS
1328,train/1/Celeb-synthesis__id17_id1_0003.mp4/*.png,1,train,DFDS
1329,train/1/Celeb-synthesis__id17_id20_0003.mp4/*.png,1,train,DFDS
1330,train/1/Celeb-synthesis__id35_id9_0007.mp4/*.png,1,train,DFDS
1331,train/1/Celeb-synthesis__id9_id37_0000.mp4/*.png,1,train,DFDS
1332,train/1/Celeb-synthesis__id58_id57_0005.mp4/*.png,1,train,DFDS
1333,train/1/Celeb-synthesis__id53_id58_0001.mp4/*.png,1,train,DFDS
1334,train/1/Celeb-synthesis__id2_id31_0003.mp4/*.png,1,train,DFDS
1335,train/1/Celeb-synthesis__id48_id39_0005.mp4/*.png,1,train,DFDS
1336,train/1/Celeb-synthesis__id19_id26_0001.mp4/*.png,1,train,DFDS
1337,train/1/Celeb-synthesis__id57_id58_0007.mp4/*.png,1,train,DFDS
1338,train/1/Celeb-synthesis__id17_id9_0009.mp4/*.png,1,train,DFDS
1339,train/1/Celeb-synthesis__id16_id6_0009.mp4/*.png,1,train,DFDS
1340,train/1/Celeb-synthesis__id53_id49_0005.mp4/*.png,1,train,DFDS
1341,train/1/Celeb-synthesis__id49_id52_0003.mp4/*.png,1,train,DFDS
1342,train/1/Celeb-synthesis__id21_id28_0005.mp4/*.png,1,train,DFDS
1343,train/1/Celeb-synthesis__id51_id58_0001.mp4/*.png,1,train,DFDS
1344,train/1/Celeb-synthesis__id21_id27_0009.mp4/*.png,1,train,DFDS
1345,train/1/Celeb-synthesis__id53_id54_0002.mp4/*.png,1,train,DFDS
1346,train/1/Celeb-synthesis__id56_id51_0000.mp4/*.png,1,train,DFDS
1347,train/1/Celeb-synthesis__id57_id55_0000.mp4/*.png,1,train,DFDS
1348,train/1/Celeb-synthesis__id32_id23_0009.mp4/*.png,1,train,DFDS
1349,train/1/Celeb-synthesis__id54_id56_0005.mp4/*.png,1,train,DFDS
1350,train/1/Celeb-synthesis__id37_id29_0005.mp4/*.png,1,train,DFDS
1351,train/1/Celeb-synthesis__id45_id44_0003.mp4/*.png,1,train,DFDS
1352,train/1/Celeb-synthesis__id10_id7_0002.mp4/*.png,1,train,DFDS
1353,train/1/Celeb-synthesis__id52_id53_0001.mp4/*.png,1,train,DFDS
1354,train/1/Celeb-synthesis__id49_id53_0008.mp4/*.png,1,train,DFDS
1355,train/1/Celeb-synthesis__id22_id28_0001.mp4/*.png,1,train,DFDS
1356,train/1/Celeb-synthesis__id32_id29_0007.mp4/*.png,1,train,DFDS
1357,train/1/Celeb-synthesis__id24_id26_0002.mp4/*.png,1,train,DFDS
1358,train/1/Celeb-synthesis__id33_id20_0004.mp4/*.png,1,train,DFDS
1359,train/1/Celeb-synthesis__id1_id21_0009.mp4/*.png,1,train,DFDS
1360,train/1/Celeb-synthesis__id3_id0_0009.mp4/*.png,1,train,DFDS
1361,train/1/Celeb-synthesis__id8_id3_0007.mp4/*.png,1,train,DFDS
1362,train/1/Celeb-synthesis__id16_id26_0007.mp4/*.png,1,train,DFDS
1363,train/1/Celeb-synthesis__id30_id1_0008.mp4/*.png,1,train,DFDS
1364,train/1/Celeb-synthesis__id53_id51_0004.mp4/*.png,1,train,DFDS
1365,train/1/Celeb-synthesis__id0_id6_0007.mp4/*.png,1,train,DFDS
1366,train/1/Celeb-synthesis__id41_id48_0004.mp4/*.png,1,train,DFDS
1367,train/1/Celeb-synthesis__id33_id32_0007.mp4/*.png,1,train,DFDS
1368,train/1/Celeb-synthesis__id26_id21_0008.mp4/*.png,1,train,DFDS
1369,train/1/Celeb-synthesis__id23_id3_0005.mp4/*.png,1,train,DFDS
1370,train/1/Celeb-synthesis__id47_id48_0007.mp4/*.png,1,train,DFDS
1371,train/1/Celeb-synthesis__id23_id37_0004.mp4/*.png,1,train,DFDS
1372,train/1/Celeb-synthesis__id20_id27_0002.mp4/*.png,1,train,DFDS
1373,train/1/Celeb-synthesis__id38_id28_0008.mp4/*.png,1,train,DFDS
1374,train/1/Celeb-synthesis__id24_id21_0006.mp4/*.png,1,train,DFDS
1375,train/1/Celeb-synthesis__id1_id30_0000.mp4/*.png,1,train,DFDS
1376,train/1/Celeb-synthesis__id28_id26_0004.mp4/*.png,1,train,DFDS
1377,train/1/Celeb-synthesis__id20_id34_0006.mp4/*.png,1,train,DFDS
1378,train/1/Celeb-synthesis__id42_id39_0000.mp4/*.png,1,train,DFDS
1379,train/1/Celeb-synthesis__id24_id27_0000.mp4/*.png,1,train,DFDS
1380,train/1/Celeb-synthesis__id20_id9_0000.mp4/*.png,1,train,DFDS
1381,train/1/Celeb-synthesis__id56_id55_0002.mp4/*.png,1,train,DFDS
1382,train/1/Celeb-synthesis__id16_id1_0003.mp4/*.png,1,train,DFDS
1383,train/1/Celeb-synthesis__id16_id28_0011.mp4/*.png,1,train,DFDS
1384,train/1/Celeb-synthesis__id6_id0_0004.mp4/*.png,1,train,DFDS
1385,train/1/Celeb-synthesis__id35_id30_0002.mp4/*.png,1,train,DFDS
1386,train/1/Celeb-synthesis__id31_id34_0007.mp4/*.png,1,train,DFDS
1387,train/1/Celeb-synthesis__id60_id59_0003.mp4/*.png,1,train,DFDS
1388,train/1/Celeb-synthesis__id37_id1_0003.mp4/*.png,1,train,DFDS
1389,train/1/Celeb-synthesis__id27_id25_0007.mp4/*.png,1,train,DFDS
1390,train/1/Celeb-synthesis__id56_id52_0007.mp4/*.png,1,train,DFDS
1391,train/1/Celeb-synthesis__id3_id20_0009.mp4/*.png,1,train,DFDS
1392,train/1/Celeb-synthesis__id20_id0_0005.mp4/*.png,1,train,DFDS
1393,train/1/Celeb-synthesis__id40_id39_0001.mp4/*.png,1,train,DFDS
1394,train/1/Celeb-synthesis__id52_id50_0003.mp4/*.png,1,train,DFDS
1395,train/1/Celeb-synthesis__id55_id52_0005.mp4/*.png,1,train,DFDS
1396,train/1/Celeb-synthesis__id58_id49_0003.mp4/*.png,1,train,DFDS
1397,train/1/Celeb-synthesis__id31_id23_0009.mp4/*.png,1,train,DFDS
1398,train/1/Celeb-synthesis__id28_id9_0004.mp4/*.png,1,train,DFDS
1399,train/1/Celeb-synthesis__id37_id3_0004.mp4/*.png,1,train,DFDS
1400,train/1/Celeb-synthesis__id47_id39_0003.mp4/*.png,1,train,DFDS
1401,train/1/Celeb-synthesis__id31_id21_0005.mp4/*.png,1,train,DFDS
1402,train/1/Celeb-synthesis__id0_id21_0006.mp4/*.png,1,train,DFDS
1403,train/1/Celeb-synthesis__id40_id48_0004.mp4/*.png,1,train,DFDS
1404,train/1/Celeb-synthesis__id25_id20_0005.mp4/*.png,1,train,DFDS
1405,train/1/Celeb-synthesis__id55_id50_0005.mp4/*.png,1,train,DFDS
1406,train/1/Celeb-synthesis__id23_id0_0006.mp4/*.png,1,train,DFDS
1407,train/1/Celeb-synthesis__id8_id9_0008.mp4/*.png,1,train,DFDS
1408,train/1/Celeb-synthesis__id41_id40_0002.mp4/*.png,1,train,DFDS
1409,train/1/Celeb-synthesis__id3_id4_0004.mp4/*.png,1,train,DFDS
1410,train/1/Celeb-synthesis__id34_id28_0003.mp4/*.png,1,train,DFDS
1411,train/1/Celeb-synthesis__id35_id17_0001.mp4/*.png,1,train,DFDS
1412,train/1/Celeb-synthesis__id33_id23_0002.mp4/*.png,1,train,DFDS
1413,train/1/Celeb-synthesis__id28_id33_0006.mp4/*.png,1,train,DFDS
1414,train/1/Celeb-synthesis__id25_id19_0002.mp4/*.png,1,train,DFDS
1415,train/1/Celeb-synthesis__id31_id6_0007.mp4/*.png,1,train,DFDS
1416,train/1/Celeb-synthesis__id3_id28_0000.mp4/*.png,1,train,DFDS
1417,train/1/Celeb-synthesis__id51_id58_0007.mp4/*.png,1,train,DFDS
1418,train/1/Celeb-synthesis__id26_id28_0000.mp4/*.png,1,train,DFDS
1419,train/1/Celeb-synthesis__id49_id52_0004.mp4/*.png,1,train,DFDS
1420,train/1/Celeb-synthesis__id41_id48_0006.mp4/*.png,1,train,DFDS
1421,train/1/Celeb-synthesis__id29_id20_0004.mp4/*.png,1,train,DFDS
1422,train/1/Celeb-synthesis__id25_id24_0010.mp4/*.png,1,train,DFDS
1423,train/1/Celeb-synthesis__id35_id4_0006.mp4/*.png,1,train,DFDS
1424,train/1/Celeb-synthesis__id48_id42_0000.mp4/*.png,1,train,DFDS
1425,train/1/Celeb-synthesis__id20_id37_0008.mp4/*.png,1,train,DFDS
1426,train/1/Celeb-synthesis__id47_id39_0002.mp4/*.png,1,train,DFDS
1427,train/1/Celeb-synthesis__id47_id46_0000.mp4/*.png,1,train,DFDS
1428,train/1/Celeb-synthesis__id56_id53_0008.mp4/*.png,1,train,DFDS
1429,train/1/Celeb-synthesis__id38_id29_0000.mp4/*.png,1,train,DFDS
1430,train/1/Celeb-synthesis__id23_id20_0005.mp4/*.png,1,train,DFDS
1431,train/1/Celeb-synthesis__id21_id4_0006.mp4/*.png,1,train,DFDS
1432,train/1/Celeb-synthesis__id20_id0_0000.mp4/*.png,1,train,DFDS
1433,train/1/Celeb-synthesis__id26_id30_0000.mp4/*.png,1,train,DFDS
1434,train/1/Celeb-synthesis__id28_id23_0009.mp4/*.png,1,train,DFDS
1435,train/1/Celeb-synthesis__id20_id29_0008.mp4/*.png,1,train,DFDS
1436,train/1/Celeb-synthesis__id16_id35_0008.mp4/*.png,1,train,DFDS
1437,train/1/Celeb-synthesis__id3_id6_0004.mp4/*.png,1,train,DFDS
1438,train/1/Celeb-synthesis__id22_id25_0009.mp4/*.png,1,train,DFDS
1439,train/1/Celeb-synthesis__id0_id17_0007.mp4/*.png,1,train,DFDS
1440,train/1/Celeb-synthesis__id1_id17_0003.mp4/*.png,1,train,DFDS
1441,train/1/Celeb-synthesis__id0_id21_0007.mp4/*.png,1,train,DFDS
1442,train/1/Celeb-synthesis__id2_id23_0000.mp4/*.png,1,train,DFDS
1443,train/1/Celeb-synthesis__id20_id25_0002.mp4/*.png,1,train,DFDS
1444,train/1/Celeb-synthesis__id1_id26_0001.mp4/*.png,1,train,DFDS
1445,train/1/Celeb-synthesis__id9_id16_0002.mp4/*.png,1,train,DFDS
1446,train/1/Celeb-synthesis__id32_id37_0007.mp4/*.png,1,train,DFDS
1447,train/1/Celeb-synthesis__id17_id35_0002.mp4/*.png,1,train,DFDS
1448,train/1/Celeb-synthesis__id8_id3_0002.mp4/*.png,1,train,DFDS
1449,train/1/Celeb-synthesis__id47_id40_0005.mp4/*.png,1,train,DFDS
1450,train/1/Celeb-synthesis__id9_id23_0004.mp4/*.png,1,train,DFDS
1451,train/1/Celeb-synthesis__id58_id55_0002.mp4/*.png,1,train,DFDS
1452,train/1/Celeb-synthesis__id4_id2_0005.mp4/*.png,1,train,DFDS
1453,train/1/Celeb-synthesis__id26_id32_0004.mp4/*.png,1,train,DFDS
1454,train/1/Celeb-synthesis__id60_id61_0008.mp4/*.png,1,train,DFDS
1455,train/1/Celeb-synthesis__id53_id54_0008.mp4/*.png,1,train,DFDS
1456,train/1/Celeb-synthesis__id24_id19_0005.mp4/*.png,1,train,DFDS
1457,train/1/Celeb-synthesis__id52_id54_0004.mp4/*.png,1,train,DFDS
1458,train/1/Celeb-synthesis__id2_id20_0004.mp4/*.png,1,train,DFDS
1459,train/1/Celeb-synthesis__id21_id33_0002.mp4/*.png,1,train,DFDS
1460,train/1/Celeb-synthesis__id28_id2_0005.mp4/*.png,1,train,DFDS
1461,train/1/Celeb-synthesis__id21_id30_0006.mp4/*.png,1,train,DFDS
1462,train/1/Celeb-synthesis__id17_id31_0006.mp4/*.png,1,train,DFDS
1463,train/1/Celeb-synthesis__id23_id27_0000.mp4/*.png,1,train,DFDS
1464,train/1/Celeb-synthesis__id54_id58_0008.mp4/*.png,1,train,DFDS
1465,train/1/Celeb-synthesis__id9_id21_0000.mp4/*.png,1,train,DFDS
1466,train/1/Celeb-synthesis__id0_id4_0006.mp4/*.png,1,train,DFDS
1467,train/1/Celeb-synthesis__id25_id22_0010.mp4/*.png,1,train,DFDS
1468,train/1/Celeb-synthesis__id45_id40_0008.mp4/*.png,1,train,DFDS
1469,train/1/Celeb-synthesis__id55_id51_0009.mp4/*.png,1,train,DFDS
1470,train/1/Celeb-synthesis__id38_id34_0003.mp4/*.png,1,train,DFDS
1471,train/1/Celeb-synthesis__id30_id20_0001.mp4/*.png,1,train,DFDS
1472,train/1/Celeb-synthesis__id28_id27_0009.mp4/*.png,1,train,DFDS
1473,train/1/Celeb-synthesis__id21_id38_0004.mp4/*.png,1,train,DFDS
1474,train/1/Celeb-synthesis__id28_id37_0005.mp4/*.png,1,train,DFDS
1475,train/1/Celeb-synthesis__id28_id31_0004.mp4/*.png,1,train,DFDS
1476,train/1/Celeb-synthesis__id48_id42_0005.mp4/*.png,1,train,DFDS
1477,train/1/Celeb-synthesis__id29_id30_0000.mp4/*.png,1,train,DFDS
1478,train/1/Celeb-synthesis__id29_id32_0002.mp4/*.png,1,train,DFDS
1479,train/1/Celeb-synthesis__id20_id35_0000.mp4/*.png,1,train,DFDS
1480,train/1/Celeb-synthesis__id16_id21_0000.mp4/*.png,1,train,DFDS
1481,train/1/Celeb-synthesis__id2_id21_0007.mp4/*.png,1,train,DFDS
1482,train/1/Celeb-synthesis__id17_id23_0004.mp4/*.png,1,train,DFDS
1483,train/1/Celeb-synthesis__id2_id17_0003.mp4/*.png,1,train,DFDS
1484,train/1/Celeb-synthesis__id17_id37_0002.mp4/*.png,1,train,DFDS
1485,train/1/Celeb-synthesis__id20_id0_0001.mp4/*.png,1,train,DFDS
1486,train/1/Celeb-synthesis__id55_id49_0009.mp4/*.png,1,train,DFDS
1487,train/1/Celeb-synthesis__id23_id4_0001.mp4/*.png,1,train,DFDS
1488,train/1/Celeb-synthesis__id46_id47_0005.mp4/*.png,1,train,DFDS
1489,train/1/Celeb-synthesis__id37_id21_0006.mp4/*.png,1,train,DFDS
1490,train/1/Celeb-synthesis__id22_id27_0004.mp4/*.png,1,train,DFDS
1491,train/1/Celeb-synthesis__id30_id37_0006.mp4/*.png,1,train,DFDS
1492,train/1/Celeb-synthesis__id52_id53_0003.mp4/*.png,1,train,DFDS
1493,train/1/Celeb-synthesis__id30_id38_0007.mp4/*.png,1,train,DFDS
1494,train/1/Celeb-synthesis__id2_id0_0005.mp4/*.png,1,train,DFDS
1495,train/1/Celeb-synthesis__id30_id31_0008.mp4/*.png,1,train,DFDS
1496,train/1/Celeb-synthesis__id29_id38_0000.mp4/*.png,1,train,DFDS
1497,train/1/Celeb-synthesis__id12_id7_0002.mp4/*.png,1,train,DFDS
1498,train/1/Celeb-synthesis__id16_id9_0002.mp4/*.png,1,train,DFDS
1499,train/1/Celeb-synthesis__id13_id10_0008.mp4/*.png,1,train,DFDS
1500,train/1/Celeb-synthesis__id21_id31_0000.mp4/*.png,1,train,DFDS
1501,train/1/Celeb-synthesis__id17_id0_0001.mp4/*.png,1,train,DFDS
1502,train/1/Celeb-synthesis__id26_id35_0003.mp4/*.png,1,train,DFDS
1503,train/1/Celeb-synthesis__id54_id56_0004.mp4/*.png,1,train,DFDS
1504,train/1/Celeb-synthesis__id49_id52_0007.mp4/*.png,1,train,DFDS
1505,train/1/Celeb-synthesis__id40_id42_0000.mp4/*.png,1,train,DFDS
1506,train/1/Celeb-synthesis__id55_id52_0002.mp4/*.png,1,train,DFDS
1507,train/1/Celeb-synthesis__id33_id35_0004.mp4/*.png,1,train,DFDS
1508,train/1/Celeb-synthesis__id34_id30_0000.mp4/*.png,1,train,DFDS
1509,train/1/Celeb-synthesis__id38_id29_0006.mp4/*.png,1,train,DFDS
1510,train/1/Celeb-synthesis__id47_id41_0007.mp4/*.png,1,train,DFDS
1511,train/1/Celeb-synthesis__id10_id7_0005.mp4/*.png,1,train,DFDS
1512,train/1/Celeb-synthesis__id52_id55_0006.mp4/*.png,1,train,DFDS
1513,train/1/Celeb-synthesis__id1_id21_0003.mp4/*.png,1,train,DFDS
1514,train/1/Celeb-synthesis__id20_id35_0003.mp4/*.png,1,train,DFDS
1515,train/1/Celeb-synthesis__id26_id35_0005.mp4/*.png,1,train,DFDS
1516,train/1/Celeb-synthesis__id4_id20_0003.mp4/*.png,1,train,DFDS
1517,train/1/Celeb-synthesis__id48_id45_0004.mp4/*.png,1,train,DFDS
1518,train/1/Celeb-synthesis__id40_id46_0002.mp4/*.png,1,train,DFDS
1519,train/1/Celeb-synthesis__id20_id17_0005.mp4/*.png,1,train,DFDS
1520,train/1/Celeb-synthesis__id28_id16_0000.mp4/*.png,1,train,DFDS
1521,train/1/Celeb-synthesis__id31_id34_0002.mp4/*.png,1,train,DFDS
1522,train/1/Celeb-synthesis__id21_id3_0005.mp4/*.png,1,train,DFDS
1523,train/1/Celeb-synthesis__id16_id3_0013.mp4/*.png,1,train,DFDS
1524,train/1/Celeb-synthesis__id20_id1_0006.mp4/*.png,1,train,DFDS
1525,train/1/Celeb-synthesis__id29_id30_0008.mp4/*.png,1,train,DFDS
1526,train/1/Celeb-synthesis__id28_id29_0009.mp4/*.png,1,train,DFDS
1527,train/1/Celeb-synthesis__id25_id27_0010.mp4/*.png,1,train,DFDS
1528,train/1/Celeb-synthesis__id38_id33_0004.mp4/*.png,1,train,DFDS
1529,train/1/Celeb-synthesis__id17_id9_0003.mp4/*.png,1,train,DFDS
1530,train/1/Celeb-synthesis__id56_id57_0006.mp4/*.png,1,train,DFDS
1531,train/1/Celeb-synthesis__id26_id16_0006.mp4/*.png,1,train,DFDS
1532,train/1/Celeb-synthesis__id30_id28_0007.mp4/*.png,1,train,DFDS
1533,train/1/Celeb-synthesis__id17_id26_0004.mp4/*.png,1,train,DFDS
1534,train/1/Celeb-synthesis__id6_id4_0006.mp4/*.png,1,train,DFDS
1535,train/1/Celeb-synthesis__id23_id20_0006.mp4/*.png,1,train,DFDS
1536,train/1/Celeb-synthesis__id9_id26_0002.mp4/*.png,1,train,DFDS
1537,train/1/Celeb-synthesis__id45_id47_0004.mp4/*.png,1,train,DFDS
1538,train/1/Celeb-synthesis__id2_id16_0000.mp4/*.png,1,train,DFDS
1539,train/1/Celeb-synthesis__id57_id55_0001.mp4/*.png,1,train,DFDS
1540,train/1/Celeb-synthesis__id28_id25_0005.mp4/*.png,1,train,DFDS
1541,train/1/Celeb-synthesis__id53_id52_0001.mp4/*.png,1,train,DFDS
1542,train/1/Celeb-synthesis__id59_id60_0000.mp4/*.png,1,train,DFDS
1543,train/1/Celeb-synthesis__id6_id1_0000.mp4/*.png,1,train,DFDS
1544,train/1/Celeb-synthesis__id1_id28_0009.mp4/*.png,1,train,DFDS
1545,train/1/Celeb-synthesis__id47_id40_0000.mp4/*.png,1,train,DFDS
1546,train/1/Celeb-synthesis__id49_id58_0000.mp4/*.png,1,train,DFDS
1547,train/1/Celeb-synthesis__id31_id17_0005.mp4/*.png,1,train,DFDS
1548,train/1/Celeb-synthesis__id37_id28_0006.mp4/*.png,1,train,DFDS
1549,train/1/Celeb-synthesis__id1_id2_0004.mp4/*.png,1,train,DFDS
1550,train/1/Celeb-synthesis__id3_id31_0006.mp4/*.png,1,train,DFDS
1551,train/1/Celeb-synthesis__id0_id28_0000.mp4/*.png,1,train,DFDS
1552,train/1/Celeb-synthesis__id20_id0_0008.mp4/*.png,1,train,DFDS
1553,train/1/Celeb-synthesis__id53_id56_0006.mp4/*.png,1,train,DFDS
1554,train/1/Celeb-synthesis__id28_id33_0009.mp4/*.png,1,train,DFDS
1555,train/1/Celeb-synthesis__id50_id49_0006.mp4/*.png,1,train,DFDS
1556,train/1/Celeb-synthesis__id47_id41_0003.mp4/*.png,1,train,DFDS
1557,train/1/Celeb-synthesis__id37_id34_0001.mp4/*.png,1,train,DFDS
1558,train/1/Celeb-synthesis__id29_id23_0006.mp4/*.png,1,train,DFDS
1559,train/1/Celeb-synthesis__id28_id19_0001.mp4/*.png,1,train,DFDS
1560,train/1/Celeb-synthesis__id44_id41_0002.mp4/*.png,1,train,DFDS
1561,train/1/Celeb-synthesis__id17_id26_0006.mp4/*.png,1,train,DFDS
1562,train/1/Celeb-synthesis__id56_id54_0006.mp4/*.png,1,train,DFDS
1563,train/1/Celeb-synthesis__id33_id28_0008.mp4/*.png,1,train,DFDS
1564,train/1/Celeb-synthesis__id28_id35_0002.mp4/*.png,1,train,DFDS
1565,train/1/Celeb-synthesis__id3_id6_0006.mp4/*.png,1,train,DFDS
1566,train/1/Celeb-synthesis__id16_id20_0011.mp4/*.png,1,train,DFDS
1567,train/1/Celeb-synthesis__id26_id37_0003.mp4/*.png,1,train,DFDS
1568,train/1/Celeb-synthesis__id4_id0_0003.mp4/*.png,1,train,DFDS
1569,train/1/Celeb-synthesis__id28_id17_0003.mp4/*.png,1,train,DFDS
1570,train/1/Celeb-synthesis__id23_id26_0003.mp4/*.png,1,train,DFDS
1571,train/1/Celeb-synthesis__id28_id2_0000.mp4/*.png,1,train,DFDS
1572,train/1/Celeb-synthesis__id20_id26_0008.mp4/*.png,1,train,DFDS
1573,train/1/Celeb-synthesis__id3_id2_0005.mp4/*.png,1,train,DFDS
1574,train/1/Celeb-synthesis__id51_id53_0001.mp4/*.png,1,train,DFDS
1575,train/1/Celeb-synthesis__id30_id6_0009.mp4/*.png,1,train,DFDS
1576,train/1/Celeb-synthesis__id22_id28_0002.mp4/*.png,1,train,DFDS
1577,train/1/Celeb-synthesis__id48_id45_0005.mp4/*.png,1,train,DFDS
1578,train/1/Celeb-synthesis__id28_id4_0009.mp4/*.png,1,train,DFDS
1579,train/1/Celeb-synthesis__id4_id23_0005.mp4/*.png,1,train,DFDS
1580,train/1/Celeb-synthesis__id39_id48_0007.mp4/*.png,1,train,DFDS
1581,train/1/Celeb-synthesis__id0_id26_0005.mp4/*.png,1,train,DFDS
1582,train/1/Celeb-synthesis__id20_id9_0002.mp4/*.png,1,train,DFDS
1583,train/1/Celeb-synthesis__id0_id28_0002.mp4/*.png,1,train,DFDS
1584,train/1/Celeb-synthesis__id13_id7_0002.mp4/*.png,1,train,DFDS
1585,train/1/Celeb-synthesis__id59_id5_0007.mp4/*.png,1,train,DFDS
1586,train/1/Celeb-synthesis__id23_id16_0002.mp4/*.png,1,train,DFDS
